GO Categories,Gene Symbol,Normals_NB.MYCN.A_logFC_mean,Normals_NB.MYCN.NA_logFC_mean,Normals_NB.Unknown_logFC_mean,Normals_NB.MYCN.A_PValue_mean,Normals_NB.MYCN.NA_PValue_mean,Normals_NB.Unknown_PValue_mean,Normals_NB.MYCN.A_FDR_mean,Normals_NB.MYCN.NA_FDR_mean,Normals_NB.Unknown_FDR_mean
GO:0000444:MIS12/MIND type complex,NSL1,0.135307658,0.050058443,0.461106657,0.270291344,0.551485231,0.018262144,0.48474899,0.816127746,0.079332383
GO:0000470:maturation of LSU-rRNA,RPL7A,0.476399933,-0.57032489,-0.518650899,0.005040681,5.11E-07,0.078861631,0.014572564,2.03E-06,0.248726773
GO:0000502:proteasome complex,"ADRM1, HSPB1, USP14",-0.434367799,-0.167647143,-0.075168354,0.329625443,0.321695052,0.05810174,0.491047232,0.477390393,0.186210588
GO:0000506:glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex,"PIGA, PIGC, PIGH, PIGP, PIGQ, PIGY",-0.086284373,-0.257567655,-0.18784015,0.081529575,0.00268762,0.147684557,0.154499384,0.006306171,0.320425318
GO:0000578:embryonic axis specification,"CTNNB1, FZD5",-0.392906362,-0.742570454,-0.224754832,0.460931018,1.24E-05,0.456250126,0.514850659,4.13E-05,0.651238428
GO:0000706:meiotic DNA double-strand break processing,SPO11,-0.185115025,-0.258096189,-0.361220378,1,0.98229911,1,1,1,1
GO:0000711:meiotic DNA repair synthesis,SYCP1,0.64868898,-1.730899305,-1.184960491,0.608195548,0.013889813,0.361270028,0.927839665,0.031649162,0.76768916
GO:0000723:telomere maintenance,ZNF827,-0.154162905,-0.253558598,-0.300052719,0.451749488,0.073336685,0.496793197,0.730005916,0.143365123,0.917739186
GO:0000724:double-strand break repair via homologous recombination,"POGZ, PPP4C, TONSL",2.138601262,1.709781683,1.246578087,3.30E-06,9.83E-08,0.054151649,1.49E-05,3.92E-07,0.125295689
GO:0000731:DNA synthesis involved in DNA repair,RRM2B,-1.478954223,-1.153426475,-0.566008388,3.58E-21,3.68E-31,0.022475111,1.17E-19,7.88E-30,0.093607975
GO:0000768:syncytium formation by plasma membrane fusion,"ERVFRD-1, GCM1",-0.378104626,-0.479908667,-1.089845736,0.223032797,0.001466406,0.348683753,0.392382632,0.003711228,0.439152491
GO:0000773:phosphatidyl-N-methylethanolamine N-methyltransferase activity,PEMT,0.093179657,0.121101829,0.633865805,0.639810003,0.377029391,0.076376796,0.954682522,0.600252918,0.242652409
"GO:0000775:chromosome, centromeric region","CTCF, KIF2C, OIP5, PKHD1, PPP2CA, SYCP1",0.685882255,0.368324541,0.285409562,0.10407479,0.147771754,0.217890485,0.162157441,0.220983953,0.376617605
GO:0000776:kinetochore,"DCTN1, HNRNPU, HSF1, KIF2C, NSL1, NUF2, PSEN1, PSEN2, TEX14, TTK, ZNF276",1.766356015,1.74512916,1.705889798,0.079063652,0.248203635,0.049842508,0.138728939,0.332061558,0.104060132
"GO:0000779:condensed chromosome, centromeric region",CEBPB,-1.744013888,-1.106820377,-1.686900263,4.86E-09,4.95E-05,0.001927111,3.64E-08,0.000160013,0.012915257
"GO:0000781:chromosome, telomeric region","ATF7, GATAD2B, HMBOX1, MTA2, PURA, SPO11, SUN1, TOX4, ZBTB48, ZNF827, ZSCAN4",-0.186469545,-0.16769349,0.108691614,0.159305327,0.131943761,0.176785088,0.206333947,0.161199453,0.310419324
GO:0000785:chromatin,"ADNP, ADNP2, AHR, AHRR, ALX1, ALX3, ALX4, AR, ARGFX, ARNT, ARNT2, ARX, ASCL1, ASCL3, ASCL4, ASCL5, ATF1, ATF3, ATF4, ATF5, ATF6, ATF6B, ATF7, ATOH1, ATOH7, ATOH8, BACH1, BACH2, BARHL1, BARHL2, BARX1, BARX2, BATF, BATF2, BATF3, BBX, BHLHA15, BHLHA9, BHLHE22, BHLHE23, BHLHE41, BNC2, BSX, CAPN2, CASZ1, CDX1, CDX2, CDX4, CEBPA, CEBPB, CEBPD, CEBPE, CEBPG, CIC, CREB1, CREB3, CREB3L1, CREB3L2, CREB3L3, CREB3L4, CREB5, CREBL2, CREBZF, CREM, CRX, CSRNP1, CSRNP2, CSRNP3, CUX1, CUX2, DBP, DBX1, DBX2, DDIT3, DEAF1, DLX1, DLX2, DLX3, DLX4, DLX5, DLX6, DMBX1, DMRT1, DMRT2, DMRT3, DMRTA1, DMRTA2, DMRTB1, DMRTC1B, DMRTC2, DPRX, DRGX, DUXA, E2F1, E2F2, E2F3, E2F4, E2F5, E2F6, E2F7, E2F8, EBF1, EBF2, EBF3, EBF4, EGR1, EGR2, EGR3, EGR4, EHF, ELF1, ELF2, ELF3, ELF4, ELF5, ELK1, ELK3, ELK4, EMX1, EMX2, EN1, EN2, EOMES, EPAS1, ERF, ERG, ESR1, ESR2, ESRRA, ESRRB, ESRRG, ESX1, ETS1, ETS2, ETV1, ETV3, ETV4, ETV5, ETV6, ETV7, EVX1, EVX2, FANCA, FERD3L, FEV, FIGLA, FIZ1, FLI1, FOS, FOSB, FOSL1, FOSL2, FOXA1, FOXA2, FOXA3, FOXB1, FOXB2, FOXC1, FOXC2, FOXD1, FOXD2, FOXD3, FOXD4, FOXD4L1, FOXD4L3, FOXD4L4, FOXD4L5, FOXD4L6, FOXE1, FOXE3, FOXF1, FOXF2, FOXG1, FOXH1, FOXI1, FOXI2, FOXJ1, FOXJ2, FOXJ3, FOXK1, FOXK2, FOXL1, FOXL2, FOXM1, FOXN1, FOXN2, FOXN3, FOXN4, FOXO1, FOXO3, FOXO4, FOXO6, FOXP1, FOXP2, FOXP3, FOXP4, FOXQ1, FOXR1, FOXR2, FOXS1, GABPA, GATA1, GATA3, GATA4, GATA5, GATA6, GATAD2B, GBX1, GBX2, GCM1, GCM2, GMEB1, GMEB2, GRHL1, GRHL2, GRHL3, GSC, GSC2, GSX1, GSX2, HAND1, HAND2, HBP1, HDX, HELT, HES1, HES2, HES3, HES4, HES5, HES6, HES7, HESX1, HEY1, HEY2, HEYL, HHEX, HIC1, HIF1A, HIF3A, HLF, HLX, HMBOX1, HMX1, HMX2, HMX3, HNF1A, HNF1B, HNF4A, HNF4G, HOMEZ, HOPX, HOXA1, HOXA10, HOXA13, HOXA2, HOXA3, HOXA4, HOXA5, HOXA6, HOXA7, HOXA9, HOXB1, HOXB13, HOXB2, HOXB3, HOXB4, HOXB5, HOXB6, HOXB7, HOXB8, HOXB9, HOXC10, HOXC11, HOXC13, HOXC4, HOXC5, HOXC6, HOXC8, HOXC9, HOXD1, HOXD10, HOXD11, HOXD12, HOXD13, HOXD3, HOXD4, HOXD8, HOXD9, HSF1, HSF2, HSF4, HSFX1, HSFY1, HTRA2, IRF1, IRF2, IRF3, IRF4, IRF5, IRF6, IRF7, IRF8, IRF9, IRX1, IRX2, IRX3, IRX4, IRX5, IRX6, ISL1, ISL2, ISX, JDP2, JUN, JUNB, JUND, KDM5B, KLF1, KLF10, KLF11, KLF12, KLF13, KLF14, KLF15, KLF16, KLF17, KLF2, KLF3, KLF4, KLF5, KLF6, KLF7, KLF8, KLF9, LBX1, LBX2, LEF1, LEUTX, LHX1, LHX2, LHX3, LHX4, LHX5, LHX6, LHX8, LHX9, LMX1A, LMX1B, LOXL2, LYL1, MAEL, MAF, MAFA, MAFB, MAFF, MAFK, MAGED1, MAX, MBD1, MEF2A, MEF2B, MEF2C, MEF2D, MEIS1, MEIS2, MEIS3, MEOX1, MEOX2, MESP1, MESP2, MGA, MITF, MIXL1, MKX, MLX, MLXIP, MLXIPL, MNT, MNX1, MSC, MSGN1, MSX1, MSX2, MTA2, MUC1, MXD1, MXD3, MXD4, MXI1, MYC, MYCL, MYCN, MYF5, MYF6, MYOD1, MYOG, MYT1, MYT1L, NANOG, NCOA2, NEUROD1, NEUROD2, NEUROD4, NEUROD6, NEUROG1, NEUROG2, NEUROG3, NFAT5, NFATC1, NFATC2, NFATC3, NFATC4, NFE2L2, NFE2L3, NFIA, NFIB, NFIC, NFIL3, NFIX, NFKB1, NFKB2, NFX1, NFXL1, NHLH1, NHLH2, NOBOX, NOTO, NPAS1, NPAS2, NPAS3, NPAS4, NR0B1, NR0B2, NR1D1, NR1D2, NR1H2, NR1H3, NR1H4, NR1I2, NR1I3, NR2C1, NR2C2, NR2E1, NR2F6, NR3C1, NR3C2, NR4A1, NR4A2, NR4A3, NR5A1, NR5A2, NR6A1, NRL, OIP5, OLIG1, OLIG2, OLIG3, ONECUT1, ONECUT2, ONECUT3, OSR1, OTP, OTX1, OTX2, OVOL3, PAX1, PAX2, PAX3, PAX4, PAX5, PAX6, PAX7, PAX8, PAX9, PBX1, PBX2, PBX3, PBX4, PBXIP1, PDX1, PGR, PHOX2A, PHOX2B, PITX1, PITX2, PKNOX1, POGZ, POU1F1, POU2F1, POU2F2, POU2F3, POU3F1, POU3F2, POU3F3, POU3F4, POU4F1, POU4F2, POU4F3, POU5F1B, POU5F2, POU6F1, POU6F2, PPARA, PPARD, PPARG, PPP4C, PRAME, PROP1, PROX1, PROX2, PRRX1, PRRX2, PTF1A, RARA, RARB, RARG, RAX, RAX2, RBPJ, RBPJL, REL, RELA, RELB, RFX1, RFX2, RFX3, RFX4, RFX5, RFX6, RFX7, RFX8, RHOXF1, RHOXF2, RHOXF2B, RORA, RORB, RORC, RUNX1, RUNX2, RUNX3, RXRA, RXRB, RXRG, SATB1, SATB2, SCRT2, SHOX, SHOX2, SIM1, SIM2, SIX1, SIX2, SIX3, SIX4, SIX5, SIX6, SMAD1, SMAD2, SMAD3, SMAD4, SMAD5, SMAD6, SMAD7, SMAD9, SNAI2, SOHLH1, SOHLH2, SOX1, SOX10, SOX11, SOX12, SOX13, SOX14, SOX15, SOX17, SOX18, SOX2, SOX21, SOX3, SOX30, SOX4, SOX5, SOX6, SOX7, SOX8, SOX9, SP1, SP2, SP3, SP4, SP5, SP6, SP7, SP8, SP9, SPDEF, SPI1, SPIB, SREBF1, SREBF2, SRF, SRY, ST18, STAT1, STAT2, STAT3, STAT4, STAT5A, STAT5B, STAT6, TAL1, TBP, TBR1, TBX1, TBX10, TBX15, TBX18, TBX19, TBX2, TBX20, TBX21, TBX22, TBX3, TBX4, TBX5, TBX6, TCF12, TCF15, TCF21, TCF23, TCF3, TCF4, TCF7, TCF7L1, TCF7L2, TCFL5, TEAD1, TEAD2, TEAD3, TEAD4, TEF, TFAP2A, TFAP2B, TFAP2C, TFAP2D, TFAP2E, TFAP4, TFCP2, TFCP2L1, TFDP1, TFDP2, TFDP3, TFE3, TFEB, TFEC, TGIF1, TGIF2, TGIF2LX, TGIF2LY, TGM2, THAP1, THAP11, THAP5, THAP7, THRA, THRB, TLX1, TLX2, TLX3, TMPO, TOX4, TP53, TP63, TP73, TPRX1, TRPS1, TSHZ1, TSHZ2, TSHZ3, TSPY1, TSPY2, TSPY3, TWIST1, UBP1, UBR2, UNCX, USF1, USF2, VAX1, VAX2, VDR, VENTX, VSX1, VSX2, YY2, ZBED1, ZBED2, ZBED3, ZBED4, ZBED6, ZBTB22, ZBTB32, ZBTB33, ZBTB34, ZBTB37, ZBTB43, ZBTB46, ZBTB5, ZBTB8B, ZC3H6, ZC3H8, ZEB1, ZEB2, ZFHX2, ZFHX3, ZFHX4, ZFP42, ZFPM1, ZFPM2, ZFX, ZFY, ZGPAT, ZHX1, ZHX2, ZHX3, ZNF174, ZNF396, ZNF446, ZNF487, ZNF580, ZNF618, ZNF705A, ZNF711, ZNF740, ZNF827, ZSCAN1",-0.569240845,-0.64877728,-0.420072074,0.093729122,0.086561621,0.197281919,0.142472314,0.121773704,0.334278426
GO:0000786:nucleosome,"IRF4, PRM1, PRM2, TGM2",-3.635866504,-3.93673531,-3.827563174,0.004875096,0.002369043,0.140927414,0.012569534,0.005574812,0.355723586
GO:0000791:euchromatin,"CREB1, CTNNB1, ESR1, HIF1A, HSF1, ID2, JUN, KLF4, MYOD1, NR1H4, POU4F2, SP1, TBP, TCF23, TCF3, ZC3H8",-0.033141955,-0.556105384,-0.715876711,0.166069134,0.158300196,0.127475061,0.234657556,0.188417686,0.267290753
GO:0000792:heterochromatin,"FOXC1, HSF1, SALL1, SALL4, UBA1, ZBTB18",-0.110652455,-0.530095829,-0.811591155,0.092738785,0.129167809,0.036134254,0.144328022,0.168920295,0.114666777
GO:0000793:condensed chromosome,"CTCF, ESRRB",-1.206757205,-1.729636267,-1.589440512,0.004559978,0.348433384,0.066543324,0.012491509,0.4914317,0.18874128
GO:0000794:condensed nuclear chromosome,CDX2,-8.125401279,-8.976637589,-7.382684172,6.99E-11,1.18E-38,0.007020843,6.60E-10,3.79E-37,0.037056259
GO:0000795:synaptonemal complex,"HORMAD1, HORMAD2, SYCE1, SYCP1",0.114786059,-0.548892452,-0.57876063,0.390558998,0.150477241,0.256681034,0.515097987,0.223370994,0.473229518
GO:0000801:central element,"SYCE1, SYCP1",1.008087349,-0.032227699,0.573642267,0.310889796,0.008430002,0.180867224,0.481788771,0.01961448,0.385846908
GO:0000802:transverse filament,SYCP1,0.64868898,-1.730899305,-1.184960491,0.608195548,0.013889813,0.361270028,0.927839665,0.031649162,0.76768916
GO:0000811:GINS complex,SLC5A8,-5.544997773,-5.415781487,-5.228113804,2.02E-07,1.23E-20,0.008957255,1.20E-06,1.37E-19,0.044963679
GO:0000821:regulation of arginine metabolic process,SLC7A7,-2.435588493,-1.731084969,-1.3229019,6.31E-09,1.79E-13,0.121157525,4.65E-08,1.21E-12,0.346085461
GO:0000822:inositol hexakisphosphate binding,ITPR3,-2.203324133,-1.343955086,0.417888933,1.53E-11,1.36E-08,0.419019881,1.56E-10,6.20E-08,0.85080806
GO:0000836:Hrd1p ubiquitin ligase complex,SEL1L,-1.662762817,-1.842058756,-1.106443034,7.61E-16,8.05E-61,0.008215431,1.31E-14,7.89E-59,0.04197457
GO:0000839:Hrd1p ubiquitin ligase ERAD-L complex,SEL1L,-1.662762817,-1.842058756,-1.106443034,7.61E-16,8.05E-61,0.008215431,1.31E-14,7.89E-59,0.04197457
GO:0000900:mRNA regulatory element binding translation repressor activity,"PURA, RARA, ZNF540",-0.463503829,-0.039079236,-0.070981277,0.014978783,0.106421837,0.046826371,0.035175756,0.173775181,0.156215685
GO:0000902:cell morphogenesis,"ADAM8, BCL6, CAP1, CDH1, CDH10, CDH11, CDH12, CDH13, CDH15, CDH17, CDH18, CDH19, CDH2, CDH20, CDH22, CDH24, CDH26, CDH3, CDH4, CDH5, CDH6, CDH7, CDH8, CDH9, CDHR3, COL6A1, DMRT1, FOSL2, GNAT2, GP1BA, GREM1, HGF, IL7R, ILK, ITGB6, ITPR1, KLF2, LST1, MAEL, MSX1, NCKAP1, NCKAP1L, NFIA, NOX4, P2RX7, PTPRO, RELN, SIDT2, SLC39A3, TFCP2L1, TGFB1, UNC93B1, UPK3A, VDR",-1.278884468,-0.845486513,-0.691390143,0.146582891,0.11908197,0.211627948,0.218404656,0.171609648,0.347150562
GO:0000922:spindle pole,"CALM3, CSAG1, CTNNB1, DCTN1, HNRNPU, NSL1, ODF2, PPP2CA, TPT1, TTC28, UMOD",-0.642795118,-0.65644794,-0.396948166,0.107377407,0.130159637,0.192855652,0.142913118,0.177618289,0.293987446
GO:0000930:gamma-tubulin complex,PDE4B,-0.687980143,-0.959190287,-0.973225566,0.008665752,3.54E-06,0.056004831,0.023861516,1.29E-05,0.190402771
GO:0000932:P-body,"CNOT1, IGF2BP1, IGF2BP3, RC3H2, SYNE1, YBX1",0.733235438,0.383663844,1.423882858,0.007483268,0.366507916,0.053554716,0.017326203,0.516708243,0.120961621
GO:0000974:Prp19 complex,CDC5L,0.305247617,0.250382972,0.555676906,0.010268932,0.01730377,0.001510622,0.027801035,0.038749022,0.010563484
GO:0000976:transcription cis-regulatory region binding,"AHR, AHRR, AR, ARID4A, ARID4B, ARID5A, ARID5B, ATF3, ATF4, ATF5, ATF6, ATF6B, ATF7, ATOH7, CDX1, CEBPA, CEBPB, CREB3L1, CREB3L2, CREB3L3, CTCF, CTCFL, DDIT3, DLX2, DLX3, DLX5, DUX4, EGR1, EGR2, ELK1, ERBB4, ETS1, ETV5, FLI1, FOS, FOXA1, FOXA2, FOXA3, FOXC1, FOXC2, FOXH1, FOXI1, FOXJ1, FOXK1, FOXK2, FOXN1, FOXO3, GABPA, GATA1, GATA3, GATA4, GATA5, GATA6, GFI1, GLI1, GLIS2, GRHL1, HAND1, HAND2, HHEX, HINFP, HMGA2, HNF1A, HNF4A, HOXC13, HSF1, IRF1, JUN, JUND, KCNH2, KLF1, KLF11, KLF15, KLF17, KLF4, KMT2D, MAFK, MEF2C, MESP1, MSX1, MSX2, MZF1, NANOG, NFATC4, NFE2L2, NFKB1, NR1D1, NR1H3, NR5A2, PAX2, PAX6, PAX8, PBX1, PITX2, POU2F2, POU5F1, PPARG, PROX1, RELA, REST, RFX3, RFX6, RUNX1, RXRA, SIX1, SMAD3, SMAD4, SMAD6, SNCA, SOX10, SOX11, SOX12, SOX13, SOX17, SOX18, SOX2, SOX4, SOX5, SOX6, SOX7, SP1, SPI1, STAT3, TAL1, TBP, TBX21, TCF12, TCF7, TCF7L2, TFAM, TFAP2A, TFAP4, TFE3, TFEB, THRA, TNF, TP53, TP73, VSX1, WT1, ZBED2, ZBED4, ZBED6, ZBTB14, ZBTB20, ZBTB46, ZBTB48, ZNF174, ZNF217, ZNF263, ZNF281, ZNF335, ZNF513, ZNF568, ZNF579, ZNF639, ZNF658, ZNF746, ZNF808",-0.744244857,-0.750601275,-0.579713572,0.111468969,0.09101103,0.192742435,0.167800671,0.130492426,0.351648961
GO:0000977:RNA polymerase II transcription regulatory region sequence-specific DNA binding,"ADNP, ALX1, ALX3, ALX4, ARX, ASCL1, ASCL3, ASCL4, ASCL5, ATF1, ATF3, ATF4, ATF5, ATF6, BARHL1, BARHL2, BARX1, BARX2, BBX, BHLHA9, CASZ1, CDC5L, CDX1, CDX2, CDX4, CEBPB, CIC, CREB3L3, CREM, CRX, CUX1, CUX2, DBP, DEAF1, DMBX1, DRGX, DUX4, DUXA, E2F2, E2F3, E2F6, E4F1, EGR1, EPAS1, ESX1, ETV3, ETV5, ETV6, ETV7, FERD3L, FIGLA, FOSL2, FOXC1, FOXC2, FOXD3, FOXF1, FOXF2, FOXM1, GATA1, GATA4, GBX1, GBX2, GLI1, GLI3, HAND1, HAND2, HESX1, HIF1A, HIF3A, HINFP, HMX1, HMX2, HMX3, HOXB1, HOXB8, HOXC10, HOXC8, HOXD3, HOXD4, HOXD8, HOXD9, HSF2, IKZF5, IRF1, IRF2, ISX, KLF15, LEF1, LHX1, LHX2, LHX3, LHX4, LHX5, LHX6, LHX8, LHX9, LMX1A, LMX1B, MAX, MEF2A, MEF2C, MEF2D, MLX, MLXIP, MNT, MSC, MSX1, MSX2, MXI1, MYOD1, MYOG, NANOG, NFIL3, NFKB1, NFX1, NFXL1, NHLH1, NPAS1, NPAS3, NPAS4, NR1D1, NR1H4, NR1I2, NR1I3, NR2C2, NR3C1, NR5A1, OSR1, OSR2, OTP, PBX1, PBX2, PEG3, PHOX2A, PHOX2B, PLAGL1, PTF1A, PURA, PURB, PURG, RARA, RELA, RFX5, RFX6, RFXANK, RFXAP, RHOXF1, RHOXF2, RHOXF2B, RORA, RREB1, RUNX1, RUNX3, RXRA, RXRB, SALL2, SATB1, SATB2, SCRT1, SIM1, SIM2, SNAI1, SNAI2, SP1, SP3, SREBF1, STAT1, STAT6, TBX20, TBX22, TCF15, TCF21, TCF23, TFAP2A, TFAP2B, TFAP2C, TFAP2D, TFAP2E, TFDP1, TFDP2, TFDP3, TRPS1, TWIST1, TWIST2, VEZF1, VSX2, XBP1, YBX3, ZBED2, ZBED4, ZBTB5, ZFP3, ZFP37, ZFP41, ZFP57, ZFP69, ZFP69B, ZFP90, ZNF10, ZNF101, ZNF124, ZNF133, ZNF14, ZNF142, ZNF169, ZNF175, ZNF177, ZNF180, ZNF19, ZNF20, ZNF248, ZNF25, ZNF266, ZNF3, ZNF337, ZNF343, ZNF35, ZNF391, ZNF398, ZNF404, ZNF425, ZNF433, ZNF436, ZNF439, ZNF44, ZNF440, ZNF441, ZNF442, ZNF443, ZNF487, ZNF491, ZNF510, ZNF512B, ZNF517, ZNF518A, ZNF518B, ZNF529, ZNF550, ZNF554, ZNF555, ZNF556, ZNF557, ZNF558, ZNF559, ZNF560, ZNF563, ZNF566, ZNF57, ZNF582, ZNF589, ZNF596, ZNF599, ZNF614, ZNF619, ZNF620, ZNF625, ZNF627, ZNF641, ZNF669, ZNF674, ZNF684, ZNF69, ZNF696, ZNF70, ZNF705A, ZNF705D, ZNF705G, ZNF709, ZNF749, ZNF75A, ZNF764, ZNF768, ZNF77, ZNF778, ZNF785, ZNF79, ZNF791, ZNF799, ZNF80, ZNF823, ZNF844, ZNF846, ZNF878, ZNF891, ZSCAN2",-0.016976434,-0.16671952,-0.016492739,0.112237089,0.10001253,0.220281487,0.16471236,0.144909518,0.364243172
